Source File,ENTITY1,RELATIONSHIP_NAME,ENTITY2,FOREIGN_KEY,REFERENCED_KEY,CARDINALITY_RULE,RELATIONSHIP_LINK,CARDINALITY_RULE_DESCRIPTION,,,,,,
Logical_20040_Forecourt History View.csv,SalesMeterReading,is caused by,PhysicalInventoryEvent,SalesMeterReading.EventID,PhysicalInventoryEvent.EventID,many-to-one,SalesMeterReading->is caused by->PhysicalInventoryEvent,SalesMeterReading->many-to-one->PhysicalInventoryEvent,,,,,,
Logical_20000_Forecourt Macro View.csv,SalesMeterReading,records,RetailStore,SalesMeterReading.RetailStoreID,RetailStore.RetailStoreID,many-to-one,SalesMeterReading->records->RetailStore,SalesMeterReading->many-to-one->RetailStore,,,,,,
Logical_20000_Forecourt Macro View.csv,SalesMeterReading,records,SalesMeter,SalesMeterReading.SalesMeterID,SalesMeter.SalesMeterID,many-to-one,SalesMeterReading->records->SalesMeter,SalesMeterReading->many-to-one->SalesMeter,,,,,,
Logical_20040_Forecourt History View.csv,SalesMeterReading,records,SalesMeter,"SalesMeterReading.RetailStoreID,SalesMeterReading.SalesMeterID","SalesMeter.RetailStoreID,SalesMeter.SalesMeterID",many-to-one,SalesMeterReading->records->SalesMeter,SalesMeterReading->many-to-one->SalesMeter,,,,,,
Logical_20010_Forecourt Fueling Point View.csv,SalesMeterReading,counts,UnitOfMeasure,unknown,unknown,zero-or-one-to-one,SalesMeterReading->counts->UnitOfMeasure,SalesMeterReading->zero-or-one-to-one->UnitOfMeasure,,,,,,
Logical_03160_Reporting Store Operations Till View.csv,Salesperson (within Sale Transaction context),Store,Store (Green),Salesperson (within Sale Transaction context).store_id,Store (Green).id,many-to-one,Salesperson (within Sale Transaction context)->Store->Store (Green),Salesperson (within Sale Transaction context)->many-to-one->Store (Green),,,,,,
Logical_01000_Item Description Macro.csv,SalesRestriction,is restricted by,MerchandiseHierarchySalesRestriction,MerchandiseHierarchySalesRestriction.SalesRestrictionTypeCode,SalesRestriction.SalesRestrictionTypeCode,one-to-zero-or-many,SalesRestriction->is restricted by->MerchandiseHierarchySalesRestriction,SalesRestriction->one-to-zero-or-many->MerchandiseHierarchySalesRestriction,,,,,,
Logical_02350_Retail Transaction Restriction Validation View.csv,SalesRestriction,validates,RestrictionValidationQuestion,SalesRestriction.QuestionID,RestrictionValidationQuestion.QuestionID,many-to-one,SalesRestriction->validates->RestrictionValidationQuestion,SalesRestriction->many-to-one->RestrictionValidationQuestion,,,,,,
Logical_01100_Item Selling Rules Macro View.csv,SalesRestriction,restricts sale of,SalesRestrictionTypeCode,SalesRestriction.SalesRestrictionTypeCode,SalesRestrictionTypeCode.SalesRestrictionTypeCode,many-to-one,SalesRestriction->restricts sale of->SalesRestrictionTypeCode,SalesRestriction->many-to-one->SalesRestrictionTypeCode,,,,,,
Logical_02310_Retail Transaction Item Sale View.csv,SalesReturnLineItem,classifies returns from,Reason,SalesReturnLineItem.ReasonCode,Reason.ReasonCode,many-to-one,SalesReturnLineItem->classifies returns from->Reason,SalesReturnLineItem->many-to-one->Reason,,,,,,
Logical_02310_Retail Transaction Item Sale View.csv,SalesReturnLineItem,has tax modified by,SalesReturnTaxLineItem,SalesReturnTaxLineItem.TransactionID,SalesReturnTaxLineItem.RetailTransactionLineItemSequenceNumber,SalesReturnTaxLineItem.SalesTaxSequenceNumber,SalesReturnLineItem.TransactionID,SalesReturnLineItem.RetailTransactionLineItemSequenceNumber,SalesReturnLineItem.SalesTaxSequenceNumber,one-to-zero-or-more,SalesReturnLineItem->has tax modified by->SalesReturnTaxLineItem,SalesReturnLineItem->one-to-zero-or-more->SalesReturnTaxLineItem,,
Logical_02310_Retail Transaction Item Sale View.csv,SalesReturnTaxLineItem,is exempted by,SaleReturnTaxExemptionModifier,SaleReturnTaxExemptionModifier.TransactionID,SaleReturnTaxExemptionModifier.RetailTransactionLineItemSequenceNumber,SaleReturnTaxExemptionModifier.SalesTaxSequenceNumber,SalesReturnTaxLineItem.TransactionID,SalesReturnTaxLineItem.RetailTransactionLineItemSequenceNumber,SalesReturnTaxLineItem.SalesTaxSequenceNumber,one-to-zero-or-one,SalesReturnTaxLineItem->is exempted by->SaleReturnTaxExemptionModifier,SalesReturnTaxLineItem->one-to-zero-or-one->SaleReturnTaxExemptionModifier,,
Logical_02310_Retail Transaction Item Sale View.csv,SalesReturnTaxLineItem,is overridden by,SalesReturnTaxOverrideModifier,SalesReturnTaxOverrideModifier.TransactionID,SalesReturnTaxOverrideModifier.RetailTransactionLineItemSequenceNumber,SalesReturnTaxOverrideModifier.SalesTaxSequenceNumber,SalesReturnTaxLineItem.TransactionID,SalesReturnTaxLineItem.RetailTransactionLineItemSequenceNumber,SalesReturnTaxLineItem.SalesTaxSequenceNumber,one-to-zero-or-one,SalesReturnTaxLineItem->is overridden by->SalesReturnTaxOverrideModifier,SalesReturnTaxLineItem->one-to-zero-or-one->SalesReturnTaxOverrideModifier,,
Logical_02310_Retail Transaction Item Sale View.csv,SalesReturnTaxOverrideModifier,classifies,Reason,SalesReturnTaxOverrideModifier.ReasonCode,Reason.ReasonCode,many-to-one,SalesReturnTaxOverrideModifier->classifies->Reason,SalesReturnTaxOverrideModifier->many-to-one->Reason,,,,,,
Logical_06330_Party Identification View.csv,Salutation,uses,PersonSalutation,PersonSalutation.SalutationCode,Salutation.SalutationCode,one-to-many,Salutation->uses->PersonSalutation,Salutation->one-to-many->PersonSalutation,,,,,,
Logical_06400_Store Equipment View.csv,ScaleEquipmentStatisticsReading,is a,EquipmentStatisticsReading,ScaleEquipmentStatisticsReading.EquipmentID,EquipmentStatisticsReading.EquipmentID,one-to-one,ScaleEquipmentStatisticsReading->is a->EquipmentStatisticsReading,ScaleEquipmentStatisticsReading->one-to-one->EquipmentStatisticsReading,,,,,,
Logical_06400_Store Equipment View.csv,ScannerEquipmentStatisticsReading,is a,EquipmentStatisticsReading,ScannerEquipmentStatisticsReading.EquipmentID,EquipmentStatisticsReading.EquipmentID,one-to-one,ScannerEquipmentStatisticsReading->is a->EquipmentStatisticsReading,ScannerEquipmentStatisticsReading->one-to-one->EquipmentStatisticsReading,,,,,,
Logical_06700_Event Schedule View.csv,ScheduledEvent,is a TypeCode,Event,ScheduledEvent.EventID,Event.EventID,one-to-zero-or-one,ScheduledEvent->is a TypeCode->Event,ScheduledEvent->one-to-zero-or-one->Event,,,,,,
Logical_11100_Worker Macro View.csv,ScheduledEvent,is a,Event,ScheduledEvent.EventID,Event.EventID,one-to-one,ScheduledEvent->is a->Event,ScheduledEvent->one-to-one->Event,,,,,,
Logical_21000_Fresh Item Management Macro View.csv,ScheduledEvent,is a,Event,ScheduledEvent.EventID,Event.EventID,one-to-one,ScheduledEvent->is a->Event,ScheduledEvent->one-to-one->Event (1 to 1),,,,,,
Logical_20030_Forecourt Transaction View.csv,ScheduledEvent,TypeCode,TypeCode,ScheduledEvent.TypeCode,TypeCode.TypeCode,many-to-one,ScheduledEvent->TypeCode->TypeCode,ScheduledEvent->many-to-one->TypeCode,,,,,,
Logical_02300_Retail transaction macro view.csv,SellingLocation,defines how, where and when,Location,SellingLocation.LocationID,Location.LocationID,many-to-one,SellingLocation->defines how, where and when->Location,SellingLocation->many-to-one->Location,,,,
Logical_02300_Retail transaction macro view.csv,SellingLocation,defines how, where and when,Channel,SellingLocation.ChannelID,Channel.ChannelID,many-to-one,SellingLocation->defines how, where and when->Channel,SellingLocation->many-to-one->Channel,,,,
Logical_02316_Distributed Order Management View.csv,SellingLocation,is associated with,Channel,SellingLocation.ChannelID,Channel.ChannelID,many-to-one,SellingLocation->is associated with->Channel,SellingLocation->many-to-one->Channel,,,,,,
Logical_02316_Distributed Order Management View.csv,SellingLocation,is a,Location,SellingLocation.LocationID,Location.LocationID,zero-or-one-to-one,SellingLocation->is a->Location,SellingLocation->zero-or-one-to-one->Location,,,,,,
Logical_06320_Party Address and Contact View.csv,SellingLocation,owns or rents,Location,SellingLocation.LocationID,Location.LocationID,many-to-one,SellingLocation->owns or rents->Location,SellingLocation->many-to-one->Location,,,,,,
Logical_02310_Retail Transaction Item Sale View.csv,SellingLocation,identifies,POSIdentity,unknown,unknown,one-to-one-or-more,SellingLocation->identifies->POSIdentity,SellingLocation->one-to-one-or-more->POSIdentity,,,,,,
Logical_02311_Retail Transaction Item Kit View.csv,SellingLocation,is credited with,RetailTransaction,RetailTransaction.LocationID,SellingLocation.LocationID,one-to-many,SellingLocation->is credited with->RetailTransaction,SellingLocation->one-to-many->RetailTransaction,,,,,,
Logical_02311_Retail Transaction Item Kit View.csv,SellingLocation,is destination for,SaleReturnLineItem,SaleReturnLineItem.SellingLocationID,SellingLocation.LocationID,one-to-many,SellingLocation->is destination for->SaleReturnLineItem,SellingLocation->one-to-many->SaleReturnLineItem,,,,,,
Logical_01040_Item Description Rental View.csv,SerializedItem,is a,Item,SerializedItem.ItemID,Item.ItemID,one-to-zero-or-one,SerializedItem->is a->Item,SerializedItem->one-to-zero-or-one->Item,,,,,,
Logical_01010_Item Description Subtype.csv,SerializedItem,is identified by,SerializedUnit,SerializedUnit.ItemID,SerializedItem.ItemID,one-to-many,SerializedItem->is identified by->SerializedUnit,SerializedItem->one-to-many->SerializedUnit,,,,,,
Logical_02130_Item Inventory Receiving View.csv,SerializedItem,is_moved_based_on_/_moves_based_on,SerializedUnit,SerializedUnit.ItemID,SerializedItem.ItemID,one-to-many,SerializedItem->is_moved_based_on_/_moves_based_on->SerializedUnit,SerializedItem->one-to-many->SerializedUnit,,,,,,
Logical_02130_Item Inventory Receiving View.csv,SerializedItem,is_moved_based_on_/_moves_based_on,SerializedUnit,SerializedUnit.SerialNumber,SerializedItem.SerialNumber,one-to-many,SerializedItem->is_moved_based_on_/_moves_based_on->SerializedUnit,SerializedItem->one-to-many->SerializedUnit,,,,,,
Logical_02311_Retail Transaction Item Kit View.csv,SerializedItem,is identified by,SerializedUnit,SerializedUnit.ItemID|SerializedUnit.SerialNumber,SerializedItem.ItemID|SerializedItem.SerialNumber,one-to-many,SerializedItem->is identified by->SerializedUnit,SerializedItem->one-to-many->SerializedUnit,,,,,,
Logical_02120_Item Inventory Order View.csv,SerializedItem,is transferred/ordered/received via,ServiceItem,"ServiceItem.ItemID, ServiceItem.SerialNumber","SerializedItem.ItemID, SerializedItem.SerialNumber",many-to-zero-or-one,SerializedItem->is transferred/ordered/received via->ServiceItem,SerializedItem->many-to-zero-or-one->ServiceItem,,,,,,
Logical_06400_Store Equipment View.csv,SerializedUnit,is a,Equipment,SerializedUnit.EquipmentID,Equipment.EquipmentID,one-to-one,SerializedUnit->is a->Equipment,SerializedUnit->one-to-one->Equipment,,,,,,
Logical_02120_Item Inventory Order View.csv,SerializedUnit,is moved based on / moves based on,Item,SerializedUnit.ItemID,Item.ItemID,many-to-one,SerializedUnit->is moved based on / moves based on->Item,SerializedUnit->many-to-one->Item,,,,,,
Logical_02370_Retail Transaction Rental View.csv,SerializedUnit,is identified by,Item,SerializedUnit.ItemID,Item.ItemID,one-to-many,SerializedUnit->is identified by->Item,SerializedUnit->one-to-many->Item,,,,,,
Logical_02110_Item Inventory Location View.csv,SerializedUnit,describes traceability of,ItemTraceableUnit,SerializedUnit.ItemTraceableUnitID,ItemTraceableUnit.ItemTraceableUnitID,many-to-zero-or-one,SerializedUnit->describes traceability of->ItemTraceableUnit,SerializedUnit->many-to-zero-or-one->ItemTraceableUnit,,,,,,
Logical_02311_Retail Transaction Item Kit View.csv,SerializedUnit,is transformed into,ItemTraceableUnit,ItemTraceableUnit.SerialNumber,SerializedUnit.SerialNumber,many-to-many,SerializedUnit->is transformed into->ItemTraceableUnit,SerializedUnit->many-to-many->ItemTraceableUnit,,,,,,
Logical_01040_Item Description Rental View.csv,SerializedUnit,is identified by,SerializedItem,SerializedUnit.ItemID,SerializedUnit.SerialNumber,SerializedItem.ItemID,SerializedItem.SerialNumber,one-to-one,SerializedUnit->is identified by->SerializedItem,SerializedUnit->one-to-one->SerializedItem,,,,
Logical_02120_Item Inventory Order View.csv,SerializedUnit,is identified by,SerializedItem,"SerializedUnit.ItemID, SerializedUnit.SerialNumber","SerializedItem.ItemID, SerializedItem.SerialNumber",many-to-one,SerializedUnit->is identified by->SerializedItem,SerializedUnit->many-to-one->SerializedItem,,,,,,
Logical_02370_Retail Transaction Rental View.csv,SerializedUnit,is identified by,SerializedItem,SerializedUnit.ItemID,SerializedItem.ItemID,one-to-many,SerializedUnit->is identified by->SerializedItem,SerializedUnit->one-to-many->SerializedItem,,,,,,
Logical_02311_Retail Transaction Item Kit View.csv,SerializedUnit,sets,SerializedUnitModifier,SerializedUnitModifier.ItemID|SerializedUnitModifier.SerialNumber,SerializedUnit.ItemID|SerializedUnit.SerialNumber,one-to-many,SerializedUnit->sets->SerializedUnitModifier,SerializedUnit->one-to-many->SerializedUnitModifier,,,,,,
Logical_02370_Retail Transaction Rental View.csv,SerializedUnit,applies to,SerializedUnitModifier,"SerializedUnitModifier.ItemID,SerializedUnitModifier.SerialNumber","SerializedUnit.ItemID,SerializedUnit.SerialNumber",one-to-zero-or-one,SerializedUnit->applies to->SerializedUnitModifier,SerializedUnit->one-to-zero-or-one->SerializedUnitModifier,,,,,,
Logical_02120_Item Inventory Order View.csv,SerializedUnit,is transferred/ordered/received via,ServiceItem,"ServiceItem.SerializedUnitID, ServiceItem.SerialNumber","SerializedUnit.ItemID, SerializedUnit.SerialNumber",many-to-zero-or-one,SerializedUnit->is transferred/ordered/received via->ServiceItem,SerializedUnit->many-to-zero-or-one->ServiceItem,,,,,,
Logical_02310_Retail Transaction Item Sale View.csv,SerializedUnitModifier,applies to self,SerializedUnit,SerializedUnitModifier.ItemID,SerializedUnitModifier.SerialNumber,SerializedUnit.ItemID,SerializedUnit.SerialNumber,many-to-one,SerializedUnitModifier->applies to self->SerializedUnit,SerializedUnitModifier->many-to-one->SerializedUnit,,,,
Logical_01020_Item Description Enterprise View.csv,ServiceItem,is carried by,BusinessUnitGroupItem,BusinessUnitGroupItem.ItemID,ServiceItem.ItemID,zero-or-one-to-many,ServiceItem->is carried by->BusinessUnitGroupItem,ServiceItem->zero-or-one-to-many->BusinessUnitGroupItem,,,,,,
Logical_01501_Item Unit of Measure Types.csv,ServiceItem,isa,Item,ServiceItem.ItemID,Item.ItemID,one-to-one (1 to 0..1),ServiceItem->isa->Item,ServiceItem->one-to-one (1 to 0..1)->Item,,,,,,
Logical_02120_Item Inventory Order View.csv,ServiceItem,is transferred/ordered/received via,Item,ServiceItem.ItemID,Item.ItemID,many-to-zero-or-one,ServiceItem->is transferred/ordered/received via->Item,ServiceItem->many-to-zero-or-one->Item,,,,,,
Logical_21000_Fresh Item Management Macro View.csv,ServiceItem,is a,Item,ServiceItem.ItemID,Item.ItemID,one-to-one,ServiceItem->is a->Item,ServiceItem->one-to-one->Item (1 to 1),,,,,,
Logical_01010_Item Description Subtype.csv,ServiceItem,is extended for rental by,RentalServiceTerms,RentalServiceTerms.ItemID,ServiceItem.ItemID,one-to-many,ServiceItem->is extended for rental by->RentalServiceTerms,ServiceItem->one-to-many->RentalServiceTerms,,,,,,
Logical_21000_Fresh Item Management Macro View.csv,ServiceItem,is extended for rental by,RentalServiceTerms,RentalServiceTerms.ItemID,ServiceItem.ItemID,one-to-many,ServiceItem->is extended for rental by->RentalServiceTerms,ServiceItem->one-to-many->RentalServiceTerms (1 to 0..*),,,,,,
Logical_01000_Item Description Macro.csv,ServiceItem,is performed by,ServiceItemProvider,ServiceItemProvider.ItemID,ServiceItem.ItemID,one-to-zero-or-many,ServiceItem->is performed by->ServiceItemProvider,ServiceItem->one-to-zero-or-many->ServiceItemProvider,,,,,,
Logical_01040_Item Description Rental View.csv,ServiceItem,governs,ServiceTermsAndConditions,ServiceItem.ServiceTermsCode,ServiceTermsAndConditions.ServiceTermsCode,many-to-one,ServiceItem->governs->ServiceTermsAndConditions,ServiceItem->many-to-one->ServiceTermsAndConditions,,,,,,
Logical_01100_Item Selling Rules Macro View.csv,ServiceItem,governs,ServiceTermsAndConditions,ServiceItem.ServiceTermsCode,ServiceTermsAndConditions.ServiceTermsCode,many-to-one,ServiceItem->governs->ServiceTermsAndConditions,ServiceItem->many-to-one->ServiceTermsAndConditions,,,,,,
Logical_02120_Item Inventory Order View.csv,ServiceItem,is transferred/ordered/received via,StockItem,ServiceItem.StockItemID,StockItem.ItemID,many-to-zero-or-one,ServiceItem->is transferred/ordered/received via->StockItem,ServiceItem->many-to-zero-or-one->StockItem,,,,,,
Logical_02120_Item Inventory Order View.csv,ServiceItem,is transferred/ordered/received via,Supplier,ServiceItem.SupplierID,Supplier.SupplierID,many-to-zero-or-one,ServiceItem->is transferred/ordered/received via->Supplier,ServiceItem->many-to-zero-or-one->Supplier,,,,,,
Logical_02310_Retail Transaction Item Sale View.csv,ServiceItem,refers to,WorkerCommissionPlanItem,unknown,unknown,one-to-zero-or-one,ServiceItem->refers to->WorkerCommissionPlanItem,ServiceItem->one-to-zero-or-one->WorkerCommissionPlanItem,,,,,,
Logical_01500_Item Supplier View.csv,ServiceItemProvider,performed_by,ServiceItem,ServiceItemProvider.ServiceItemID,ServiceItem.ServiceItemID,many-to-one,ServiceItemProvider->performed_by->ServiceItem,ServiceItemProvider->many-to-one->ServiceItem,,,,,,
Logical_01500_Item Supplier View.csv,ServiceItemProvider,performs,ServiceProvider,ServiceItemProvider.ServiceProviderID,ServiceProvider.ServiceProviderID,many-to-one,ServiceItemProvider->performs->ServiceProvider,ServiceItemProvider->many-to-one->ServiceProvider,,,,,,
Logical_01000_Item Description Macro.csv,ServiceProvider,services,Equipment,Equipment.ServiceProviderID,ServiceProvider.ServiceProviderID,one-to-zero-or-many,ServiceProvider->services->Equipment,ServiceProvider->one-to-zero-or-many->Equipment,,,,,,
Logical_01000_Item Description Macro.csv,ServiceProvider,services,EquipmentClass,EquipmentClass.ServiceProviderID,ServiceProvider.ServiceProviderID,one-to-zero-or-many,ServiceProvider->services->EquipmentClass,ServiceProvider->one-to-zero-or-many->EquipmentClass,,,,,,
Logical_01004_Item Description Branding.csv,ServiceProvider,performs,ServiceItemProvider,ServiceItemProvider.ServiceProviderID,ServiceProvider.ServiceProviderID,zero-to-many,ServiceProvider->performs->ServiceItemProvider,ServiceProvider->zero-to-many->ServiceProvider,,,,,,
Logical_01004_Item Description Branding.csv,ServiceTermsCode,governs,ServiceTermsAndConditions,ServiceTermsAndConditions.ServiceTermsCode,ServiceTermsCode.ServiceTermsCode,zero-to-many,ServiceTermsCode->governs->ServiceTermsAndConditions,ServiceTermsCode->zero-to-many->ServiceTermsAndConditions,,,,,,
Logical_02200_Transaction Macro View.csv,Session,participated in by,Operator,Session.OperatorID,Operator.OperatorID,many-to-one,Session->participated in by->Operator,Session->many-to-one->Operator,,,,,,
Logical_02300_Retail transaction macro view.csv,Session,started by,Operator,Session.OperatorID,Operator.OperatorID,many-to-one,Session->started by->Operator,Session->many-to-one->Operator,,,,,,
Logical_02305_Retail Transaction Header View.csv,Session,participates in,Operator,Session.OperatorID,Operator.OperatorID,many-to-one,Session->participates in->Operator,Session->many-to-one->Operator,,,,,,
Logical_02430_Control Transaction Period Open Close View.csv,Session,participates in,Operator,Session.OperatorID,Operator.OperatorID,many-to-one,Session->participates in->Operator,Session->many-to-one->Operator,,,,,,
Logical_02500_Tender Control Transaction Macro View.csv,Session,is assigned,Operator,Session.OperatorID,Operator.OperatorID,one-or-many-to-one,Session->is assigned->Operator,Session->one-or-many-to-one->Operator,,,,,,
Logical_02510_Tender Control Transaction Movement View.csv,Session,participates in,Operator,Session.OperatorID,Operator.OperatorID,many-to-one,Session->participates in->Operator,Session->many-to-one->Operator,,,,,,
Logical_03130_Reporting Store Operations Session View.csv,Session,participates in,Operator,Session.OperatorID,Operator.OperatorID,many-to-one,Session->participates in->Operator,Session->many-to-one->Operator,,,,,,
Logical_03150_Reporting Store Operations Operator View.csv,Session,is tracked by,Operator,Session.OperatorID (FK),Operator.OperatorID (PK),many-to-one,Session->is tracked by->Operator,Session->many-to-one->Operator,,,,,,
Logical_11140_Worker Retail Transaction View.csv,Session,was performed by,Operator,Session.OperatorID,Operator.OperatorID,many-to-one,Session->was performed by->Operator,Session->many-to-one->Operator,,,,,,
Logical_06400_Store Equipment View.csv,Session,captures,RetailStore,Session.RetailStoreId,RetailStore.RetailStoreId,many-to-one,Session->captures->RetailStore,Session->many-to-one->RetailStore,,,,,,
Logical_02300_Retail transaction macro view.csv,Session,contains,RetailTransaction,RetailTransaction.SessionID,Session.SessionID,one-to-many,Session->contains->RetailTransaction,Session->one-to-many->RetailTransaction,,,,,,
Logical_11140_Worker Retail Transaction View.csv,Session,contains,RetailTransaction,unknown,unknown,one-to-many,Session->contains->RetailTransaction,Session->one-to-many->RetailTransaction,,,,,,
Logical_02400_Control Transaction Macro View.csv,Session,is source/destination of,Session,Session.SessionID,Session.SessionID,many-to-zero-or-one,Session->is source/destination of->Session,Session->many-to-zero-or-one->Session,,,,,,
Logical_02410_Control Transaction Sign On Off View.csv,Session,may include,SessionTax,SessionTax.SessionID,Session.SessionID,one-to-many,Session->may include->SessionTax,Session->one-to-many->Session,,,,,,
Logical_03130_Reporting Store Operations Session View.csv,Session,may include,SessionTax,SessionTax.SessionID,Session.SessionID,one-to-many,Session->may include->SessionTax,Session->one-to-many->SessionTax,,,,,,
Logical_05400_Taxation Reporting View Tax Rule Reference.csv,Session,is summarized in,SessionTax,SessionTax.SessionID,Session.SessionID,one-to-many,Session->is summarized in->SessionTax,Session->one-to-many->SessionTax,,,,,,
Logical_11160_Worker Reporting View.csv,Session,may include,SessionTax,SessionTax.SessionID,Session.SessionID,one-to-zero-or-many,Session->may include->SessionTax,Session->one-to-zero-or-many->SessionTax,,,,,,
Logical_02410_Control Transaction Sign On Off View.csv,Session,may include,SessionTender,SessionTender.SessionID,Session.SessionID,one-to-many,Session->may include->SessionTender,Session->one-to-many->Session,,,,,,
Logical_03100_Reporting Store Operations Macro View.csv,Session,may include,SessionTender,SessionTender.SessionID,Session.SessionID,one-to-many,Session->may include->SessionTender,Session->one-to-many->Session,,,,,,
Logical_03130_Reporting Store Operations Session View.csv,Session,may include,SessionTender,SessionTender.SessionID,Session.SessionID,one-to-many,Session->may include->SessionTender,Session->one-to-many->SessionTender,,,,,,
Logical_03150_Reporting Store Operations Operator View.csv,Session,may include,SessionTender,SessionTender.SessionID (FK),Session.SessionID (PK),one-to-zero-or-many,Session->may include->SessionTender,Session->one-to-zero-or-many->SessionTender,,,,,,
Logical_11160_Worker Reporting View.csv,Session,may include,SessionTender,SessionTender.SessionID,Session.SessionID,one-to-zero-or-many,Session->may include->SessionTender,Session->one-to-zero-or-many->SessionTender,,,,,,
Logical_02500_Tender Control Transaction Macro View.csv,Session,ends,SignOffTransaction,Session.SessionEndTransactionID,SignOffTransaction.TransactionID,one-to-zero-or-one,Session->ends->SignOffTransaction,Session->one-to-zero-or-one->SignOffTransaction,,,,,,
Logical_03150_Reporting Store Operations Operator View.csv,Session,ends,SignOffTransaction,Session.SessionEndTransactionID (FK),SignOffTransaction.TransactionID (PK, FK),one-to-one,Session->ends->SignOffTransaction,Session->one-to-one->SignOffTransaction,,,,,
Logical_02500_Tender Control Transaction Macro View.csv,Session,starts,SignOnTransaction,Session.SessionStartTransactionID,SignOnTransaction.TransactionID,one-to-one,Session->starts->SignOnTransaction,Session->one-to-one->SignOnTransaction,,,,,,
Logical_03150_Reporting Store Operations Operator View.csv,Session,starts,SignOnTransaction,Session.SessionStartTransactionID (FK),SignOnTransaction.TransactionID (PK, FK),one-to-one,Session->starts->SignOnTransaction,Session->one-to-one->SignOnTransaction,,,,,
Logical_05400_Taxation Reporting View Tax Rule Reference.csv,Session,includes,TaxRateRule,Session.TaxRateRuleSequenceNumber,TaxRateRule.TaxRateRuleSequenceNumber,many-to-one,Session->includes->TaxRateRule,Session->many-to-one->TaxRateRule,,,,,,
Logical_11160_Worker Reporting View.csv,Session,references,TillSettlementDocument,TillSettlementDocument.SessionID,Session.SessionID,one-to-many,Session->references->TillSettlementDocument,Session->one-to-many->TillSettlementDocument,,,,,,
Logical_02200_Transaction Macro View.csv,Session,contains,Transaction,Transaction.SessionID,Session.SessionID,one-to-many,Session->contains->Transaction,Session->one-to-many->Transaction,,,,,,
Logical_02305_Retail Transaction Header View.csv,Session,captures,Transaction,Transaction.SessionID,Session.SessionID,one-to-many,Session->captures->Transaction,Session->one-to-many->Transaction,,,,,,
Logical_02430_Control Transaction Period Open Close View.csv,Session,contains,Transaction,Transaction.SessionID,Session.SessionID,one-to-many,Session->contains->Transaction,Session->one-to-many->Transaction,,,,,,
Logical_02440_Control Transaction Voids View.csv,Session,records,Transaction,Transaction.SessionID,Session.SessionID,one-to-many,Session->records->Transaction,Session->one-to-many->Transaction,,,,,,
Logical_02510_Tender Control Transaction Movement View.csv,Session,captures,Transaction,Transaction.SessionID,Session.SessionID,many-to-one,Transaction->captures->Session,Transaction->many-to-one->Session (Cardinality from Transaction to Session, FK in Transaction referencing Session) - Corrected based on diagram flow.,,,,,
Logical_02410_Control Transaction Sign On Off View.csv,Session,participates in,WorkerOperatorAssignment,Session.OperatorID,WorkerOperatorAssignment.OperatorID,zero-or-one-to-zero-or-many,Session->participates in->WorkerOperatorAssignment,Session->zero-or-one-to-zero-or-many->WorkerOperatorAssignment,,,,,,
Logical_02400_Control Transaction Macro View.csv,Session,is source destination of,Workstation,Session.WorkstationID,Workstation.WorkstationID,many-to-one,Session->is source destination of->Workstation,Session->many-to-one->Workstation,,,,,,
Logical_03140_Reporting Store Operations Workstation View.csv,Session,captures,Workstation,Session.WorkstationID,Workstation.WorkstationID,many-to-one,Session->captures->Workstation,Session->many-to-one->Workstation,,,,,,
Logical_03150_Reporting Store Operations Operator View.csv,Session,captures,Workstation,Session.WorkstationID (FK),Workstation.WorkstationID (PK),many-to-one,Session->captures->Workstation,Session->many-to-one->Workstation,,,,,,
Logical_06400_Store Equipment View.csv,Session,runs,Workstation,Session.WorkstationID,Workstation.WorkstationID,many-to-one,Session->runs->Workstation,Session->many-to-one->Workstation,,,,,,
Logical_05000_Taxation Macro View.csv,SessionTax,is summarized in,TaxGroupRule,SessionTax.TaxGroupRuleID,TaxGroupRule.TaxGroupRuleID,many-to-one,SessionTax->is summarized in->TaxGroupRule,SessionTax->many-to-one->TaxGroupRule,,,,,,
Logical_03130_Reporting Store Operations Session View.csv,SessionTax,is summarized in,TaxRateRule,SessionTax.TaxGroupRuleID,TaxRateRule.TaxGroupRuleID,many-to-one,SessionTax->is summarized in->TaxRateRule,SessionTax->many-to-one->TaxRateRule,,,,,,
Logical_05000_Taxation Macro View.csv,SessionTax,is summarized in,TaxRateRule,SessionTax.TaxGroupRuleID;SessionTax.TaxRateRuleSequenceNumber,TaxRateRule.TaxGroupRuleID;TaxRateRule.TaxRateRuleSequenceNumber,many-to-one,SessionTax->is summarized in->TaxRateRule,SessionTax->many-to-one->TaxRateRule,,,,,,
Logical_05400_Taxation Reporting View Tax Rule Reference.csv,SessionTax,may include,TaxRateRule,SessionTax.TaxRateRuleSequenceNumber,TaxRateRule.TaxRateRuleSequenceNumber,many-to-one,SessionTax->may include->TaxRateRule,SessionTax->many-to-one->TaxRateRule,,,,,,
Logical_03140_Reporting Store Operations Workstation View.csv,SessionTender,may include,Session,SessionTender.SessionID,Session.SessionID,many-to-one,SessionTender->may include->Session,SessionTender->many-to-one->Session,,,,,,
Logical_03130_Reporting Store Operations Session View.csv,SessionTender,is tracked by,Tender,SessionTender.TenderTypeCode,Tender.TenderTypeCode,many-to-one,SessionTender->is tracked by->Tender,SessionTender->many-to-one->Tender,,,,,,
